,Age Group,Age,Education,Marital_Status,Income Group,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Children,Month,Year,TotalPurchases,TotalProducts,AtLeast1Cmp
787,Middle Aged,46,PhD,Divorced,Lower Middle,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,0,1,1,2013,18,813,1
788,Young Adult,36,Master,Married,Lower Middle,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,0,1,5,2014,16,629,1
789,Young Adult,38,Graduation,Divorced,Lower Middle,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,1,9,2012,13,377,0
790,Old Adult,69,Master,Together,Upper Middle,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,1,2013,13,1612,0
791,Middle Aged,57,PhD,Married,High Income,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,0,11,2012,16,729,1
792,Old Adult,64,Graduation,Single,Low Income,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,0,0,7,2013,5,50,1
793,Young Adult,36,Graduation,Married,Upper Middle,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,2,10,2013,11,270,0
794,Middle Aged,53,Graduation,Single,Lower Middle,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,1,4,2013,7,177,0
795,Middle Aged,52,Master,Single,Lower Middle,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,0,1,2013,12,315,1
796,Old Adult,60,PhD,Married,High Income,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,1,6,2014,20,767,0
797,Middle Aged,49,Master,Divorced,Upper Middle,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,1,10,2012,23,1071,0
798,Middle Aged,41,Graduation,Together,High Income,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,3,2013,23,1580,0
799,Middle Aged,46,Graduation,Married,Low Income,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,1,12,2013,7,60,0
800,Middle Aged,44,Master,Married,Upper Middle,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,1,12,2013,17,573,0
801,Middle Aged,58,Graduation,Widow,Lower Middle,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,2,3,2013,4,41,0
802,Old Adult,63,Graduation,Married,Low Income,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,2,1,2013,7,170,0
803,Old Adult,70,PhD,Single,High Income,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,11,2013,27,1167,0
804,Middle Aged,56,Graduation,Married,Lower Middle,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,0,4,2013,22,1526,1
805,Young Adult,38,Master,Married,Lower Middle,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,2,11,2013,15,458,0
806,Middle Aged,43,Master,Married,Upper Middle,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,1,3,2014,5,63,0
807,Middle Aged,57,Graduation,Married,Upper Middle,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,1,10,2013,13,405,0
808,Middle Aged,42,Graduation,Married,Upper Middle,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,2,3,2013,13,1027,1
809,Middle Aged,42,Graduation,Single,High Income,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,1,4,2013,20,1478,0
810,Young Adult,33,Graduation,Married,Low Income,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,10,2013,4,72,0
811,Middle Aged,42,Graduation,Single,Low Income,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,1,4,2013,5,48,0
812,Young Adult,39,Graduation,Single,High Income,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,5,2014,15,726,0
813,Middle Aged,59,Master,Married,Upper Middle,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,1,2,2013,21,860,0
814,Young Adult,28,PhD,Together,High Income,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,11,2013,22,1497,0
815,Middle Aged,44,PhD,Together,Upper Middle,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,1,5,2014,16,495,0
816,Young Adult,38,Graduation,Married,Low Income,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,2,3,2014,3,20,0
817,Old Adult,60,Graduation,Single,Low Income,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,11,2012,16,570,0
818,Middle Aged,42,Graduation,Married,Upper Middle,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,1,3,2014,20,769,0
819,Young Adult,36,Master,Married,Low Income,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,1,9,2013,5,55,0
820,Young Adult,34,PhD,Single,High Income,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,5,2013,17,1808,1
821,Middle Aged,42,Graduation,Married,Low Income,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,1,8,2013,5,55,0
822,Middle Aged,53,Graduation,Single,Upper Middle,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,6,2014,17,577,1
823,Middle Aged,51,Graduation,Married,Low Income,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,4,2013,7,162,0
824,Middle Aged,55,Graduation,Together,High Income,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,5,2013,19,1957,1
825,Middle Aged,55,Master,Divorced,High Income,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,1,4,2013,23,1576,0
826,Old Adult,60,Graduation,Married,High Income,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,3,5,2013,14,1616,1
827,Middle Aged,52,Graduation,Divorced,Lower Middle,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,3,1,2013,4,36,0
828,Middle Aged,56,PhD,Widow,High Income,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,1,5,2013,21,1482,0
829,Young Adult,30,Graduation,Together,Low Income,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,1,3,2014,4,22,0
830,Young Adult,38,PhD,Divorced,Upper Middle,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,2,11,2013,5,63,0
831,Young Adult,22,Graduation,Single,Lower Middle,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,9,2012,17,680,0
832,Middle Aged,47,PhD,Together,Upper Middle,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,2,5,2013,17,542,0
833,Young Adult,34,Master,Together,Low Income,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,1,10,2013,5,50,0
834,Middle Aged,47,Graduation,Married,Lower Middle,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,2,2,2013,4,39,0
835,Middle Aged,58,Graduation,Married,High Income,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,1,3,2013,23,1043,0
836,Middle Aged,42,Master,Single,Lower Middle,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,1,4,2013,12,385,0
837,Young Adult,34,Graduation,Divorced,High Income,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,9,2012,26,1633,0
838,Young Adult,34,Master,Single,Lower Middle,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,1,7,2013,4,46,0
839,Young Adult,37,Graduation,Single,Upper Middle,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,0,1,3,2014,18,761,1
840,Old Adult,64,Graduation,Together,Low Income,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,2,8,2013,6,76,0
841,Middle Aged,40,Graduation,Married,Lower Middle,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,1,11,2012,11,290,0
842,Young Adult,26,Graduation,Single,Low Income,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,1,5,2014,7,89,0
843,Young Adult,33,Graduation,Married,Low Income,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,1,11,2012,7,70,0
844,Middle Aged,54,Master,Married,High Income,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,7,2013,16,1066,0
845,Middle Aged,44,Graduation,Together,High Income,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,0,0,1,2014,18,2009,1
846,Young Adult,23,Master,Single,Upper Middle,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,9,2012,17,1345,0
847,Middle Aged,58,Master,Single,Upper Middle,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,1,12,2012,20,764,0
848,Middle Aged,51,Graduation,Single,Lower Middle,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,1,10,2013,9,195,0
849,Young Adult,34,Graduation,Married,Low Income,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,2,5,2013,7,53,0
850,Middle Aged,40,Graduation,Single,Lower Middle,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,1,6,2013,11,368,0
851,Old Adult,60,PhD,Married,Upper Middle,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,1,1,2014,17,544,0
852,Middle Aged,57,Master,Married,High Income,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,0,0,11,2012,24,1853,1
853,Middle Aged,48,PhD,Together,Low Income,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,0,2,5,2014,4,35,1
854,Middle Aged,40,PhD,Married,Lower Middle,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,3,2014,15,446,1
855,Young Adult,35,Graduation,Single,Upper Middle,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,1,4,2013,24,1180,0
856,Middle Aged,41,Master,Married,Lower Middle,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,1,3,2014,4,41,0
857,Young Adult,29,Graduation,Married,Upper Middle,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,2,2,2013,19,727,0
858,Middle Aged,48,Graduation,Together,Lower Middle,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,2,10,2012,4,40,0
859,Young Adult,25,Master,Married,High Income,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,5,2013,25,1062,1
860,Middle Aged,45,Graduation,Together,Low Income,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,1,1,2014,5,40,0
861,Middle Aged,45,Master,Together,Lower Middle,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,2,2,2014,11,292,0
862,Young Adult,27,Graduation,Married,Low Income,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,1,2013,3,15,0
863,Young Adult,25,Master,Together,Lower Middle,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,1,10,2012,11,341,0
864,Young Adult,39,Master,Single,Lower Middle,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,1,12,2013,11,369,0
865,Middle Aged,41,PhD,Together,Upper Middle,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,1,6,2013,14,401,0
866,Middle Aged,48,Master,Single,Lower Middle,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,1,3,2013,14,393,0
867,Young Adult,28,Master,Single,Low Income,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,2,9,2013,3,10,0
868,Young Adult,36,Graduation,Together,Upper Middle,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,1,5,2013,13,486,0
869,Young Adult,35,Graduation,Together,Low Income,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,1,10,2012,5,69,0
870,Young Adult,31,PhD,Together,High Income,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,0,9,2013,16,1727,1
871,Middle Aged,55,Graduation,Single,Upper Middle,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,1,1,2014,14,995,1
872,Young Adult,38,Graduation,Together,Low Income,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,1,6,2014,7,45,0
873,Young Adult,33,Master,Single,Lower Middle,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,2,4,2014,8,182,0
874,Young Adult,36,Master,Together,Upper Middle,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,1,10,2013,22,989,0
875,Old Adult,61,Graduation,Together,High Income,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,0,0,9,2013,17,1677,1
876,Middle Aged,43,Master,Divorced,Lower Middle,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,2,6,2013,16,595,0
877,Young Adult,31,Graduation,Married,Lower Middle,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,1,2,2013,7,156,0
878,Middle Aged,58,Master,Single,High Income,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,4,2014,27,1226,0
879,Young Adult,36,Master,Together,Low Income,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,1,1,2013,7,128,0
880,Middle Aged,42,Graduation,Single,Low Income,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,0,1,2,2014,6,86,1
881,Young Adult,39,Graduation,Married,Lower Middle,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,1,10,2012,5,68,0
882,Young Adult,39,Graduation,Divorced,Lower Middle,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,2,7,2013,3,16,0
883,Young Adult,33,Master,Married,Upper Middle,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,2,6,2014,5,55,0
884,Middle Aged,42,PhD,Single,High Income,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,9,2012,21,2114,0
885,Middle Aged,44,PhD,Together,High Income,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,7,2013,18,2018,0
886,Old Adult,61,PhD,Single,Lower Middle,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,3,11,2012,11,263,0
887,Middle Aged,55,Graduation,Married,Lower Middle,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,2,12,2013,5,55,0
888,Middle Aged,52,Graduation,Together,Upper Middle,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,2,4,2013,16,564,0
889,Young Adult,36,Master,Single,High Income,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,12,2013,18,1281,0
890,Middle Aged,41,Graduation,Married,Low Income,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,0,1,2,2013,5,83,1
891,Middle Aged,49,Master,Widow,Upper Middle,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,2,9,2012,12,353,0
892,Young Adult,31,Graduation,Married,High Income,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,1,2014,24,1003,0
893,Young Adult,23,Basic,Single,Low Income,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,1,4,2014,3,14,0
894,Old Adult,71,PhD,Divorced,Lower Middle,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,0,0,2,2013,22,902,1
895,Middle Aged,42,PhD,Single,Upper Middle,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,1,12,2012,23,1139,0
896,Middle Aged,58,Graduation,Together,Upper Middle,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,1,8,2013,19,797,0
897,Middle Aged,56,Graduation,Divorced,High Income,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,1,1,2014,23,1638,0
898,Middle Aged,40,PhD,Married,Lower Middle,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,1,8,2013,14,401,0
899,Young Adult,28,Graduation,Divorced,Low Income,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,1,10,2013,7,84,0
900,Middle Aged,56,Graduation,Married,High Income,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,2,2013,17,928,0
901,Middle Aged,44,Graduation,Divorced,Upper Middle,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,1,8,2013,9,203,0
902,Middle Aged,47,Graduation,Together,Upper Middle,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,7,2013,15,858,0
903,Middle Aged,41,Graduation,Together,Upper Middle,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,12,2013,12,409,0
904,Middle Aged,45,Graduation,Together,Upper Middle,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,3,3,2013,11,282,0
905,Young Adult,37,Graduation,Single,High Income,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,4,2014,17,1423,0
906,Middle Aged,53,Graduation,Single,High Income,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,11,2013,18,1449,1
907,Middle Aged,43,Graduation,Widow,Lower Middle,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,1,12,2013,3,28,0
908,Middle Aged,40,Graduation,Together,Lower Middle,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,1,1,2014,5,67,0
909,Young Adult,28,PhD,Married,Lower Middle,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,3,2014,9,199,0
910,Middle Aged,48,PhD,Single,High Income,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,6,2013,21,1453,0
911,Young Adult,22,Graduation,Together,High Income,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,11,2013,18,1253,0
912,Middle Aged,51,PhD,Widow,Upper Middle,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,1,1,2013,25,1198,0
913,Middle Aged,42,Master,Married,Lower Middle,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,1,7,2013,8,178,0
914,Young Adult,20,Graduation,Single,High Income,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,12,2012,17,1990,1
915,Old Adult,60,Graduation,Married,Upper Middle,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,5,2013,13,976,0
916,Middle Aged,54,Master,Together,High Income,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,12,2013,14,1001,0
917,Young Adult,32,PhD,Married,High Income,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,0,8,2013,19,1919,1
918,Old Adult,60,Master,Single,Lower Middle,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,1,11,2013,12,350,0
919,Old Adult,60,PhD,Single,High Income,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,5,2013,24,1650,1
920,Middle Aged,59,PhD,Together,Lower Middle,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,2,4,2014,4,46,1
921,Young Adult,21,Graduation,Single,High Income,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,4,2013,18,1228,0
922,Middle Aged,45,Master,Single,Lower Middle,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,1,1,2013,6,95,0
923,Old Adult,66,PhD,Married,Low Income,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,2,5,2014,6,62,0
924,Young Adult,28,Graduation,Together,High Income,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,1,5,2014,25,1761,1
925,Young Adult,35,Master,Together,Low Income,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,8,2012,13,467,0
926,Young Adult,36,Graduation,Married,High Income,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,2,2014,18,1149,1
927,Young Adult,32,Master,Single,High Income,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,0,12,2013,18,2052,1
928,Young Adult,21,Graduation,Single,High Income,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,5,2014,15,1127,0
929,Young Adult,38,PhD,Married,High Income,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,1,11,2013,20,1416,0
930,Middle Aged,40,PhD,Together,High Income,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,4,2014,19,1113,0
931,Young Adult,25,Graduation,Single,Lower Middle,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,1,2,2014,6,125,0
932,Old Adult,63,PhD,Single,Upper Middle,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,1,8,2012,23,966,1
933,Young Adult,25,Basic,Married,Low Income,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,1,12,2012,4,32,0
934,Old Adult,62,Graduation,Single,High Income,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,5,2014,18,833,0
935,Middle Aged,43,PhD,Together,Low Income,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,1,5,2014,6,46,0
936,Middle Aged,43,Graduation,Together,High Income,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,10,2013,16,960,0
937,Middle Aged,44,PhD,Married,Upper Middle,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,1,5,2013,27,1829,1
938,Middle Aged,43,Graduation,Single,Upper Middle,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,1,7,2013,23,779,0
939,Young Adult,39,PhD,Divorced,Upper Middle,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,1,8,2013,21,811,0
940,Old Adult,62,Master,Single,Upper Middle,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,2,6,2013,14,1120,0
941,Middle Aged,52,PhD,Together,Upper Middle,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,1,7,2013,18,725,0
942,Young Adult,31,Graduation,Divorced,High Income,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,5,2013,11,1187,1
943,Old Adult,61,Graduation,Together,High Income,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,0,3,2013,18,2302,1
944,Young Adult,28,Basic,Single,Low Income,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,12,2012,6,66,0
945,Young Adult,27,PhD,Married,Upper Middle,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,0,10,2012,18,1250,1
946,Young Adult,32,Master,Married,Upper Middle,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,1,2,2014,17,683,0
947,Young Adult,35,Graduation,Divorced,High Income,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,2,9,2013,11,305,0
948,Young Adult,37,Graduation,Together,Lower Middle,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,1,12,2013,5,50,0
949,Young Adult,39,Master,Divorced,Upper Middle,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,1,10,2012,14,995,0
950,Young Adult,35,PhD,Together,Low Income,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,1,5,2014,5,41,0
951,Young Adult,38,PhD,Together,Upper Middle,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,0,2,5,2014,6,77,1
952,Middle Aged,41,Master,Divorced,Lower Middle,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,2,1,2013,8,171,0
953,Middle Aged,43,PhD,Single,Lower Middle,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,2,5,2013,6,131,0
954,Young Adult,38,Master,Together,Lower Middle,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,2,5,2014,4,54,0
955,Young Adult,38,PhD,Married,Low Income,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,2,2,2013,7,53,0
956,Middle Aged,49,Graduation,Married,Upper Middle,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,1,12,2012,13,475,0
957,Old Adult,62,Graduation,Single,Upper Middle,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,1,8,2012,18,694,0
958,Middle Aged,41,Graduation,Married,Upper Middle,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,2,5,2014,6,96,0
959,Middle Aged,57,PhD,Divorced,Upper Middle,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,1,4,2013,12,361,0
960,Middle Aged,47,Graduation,Divorced,High Income,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,1,9,2012,24,1079,0
961,Middle Aged,52,PhD,Single,Upper Middle,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,1,5,2014,17,578,0
962,Middle Aged,45,Master,Together,Lower Middle,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,1,12,2012,5,64,0
963,Young Adult,39,PhD,Married,Lower Middle,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,1,10,2013,8,149,0
964,Young Adult,34,Graduation,Married,Lower Middle,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,2,6,2014,10,231,0
965,Middle Aged,55,Graduation,Together,Upper Middle,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,1,9,2013,18,728,0
966,Middle Aged,41,Graduation,Married,High Income,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,8,2013,22,1778,1
967,Middle Aged,41,Graduation,Married,Low Income,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,1,10,2012,7,93,0
968,Middle Aged,40,PhD,Married,Low Income,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,1,4,2013,3,23,0
969,Young Adult,34,Graduation,Together,Lower Middle,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,1,10,2012,18,662,0
970,Young Adult,26,Graduation,Married,High Income,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,2,2014,17,1198,0
971,Middle Aged,46,PhD,Together,Lower Middle,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,3,1,2013,7,81,0
972,Young Adult,26,Master,Married,Low Income,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,1,1,11,2012,7,92,0
973,Middle Aged,55,Master,Divorced,Upper Middle,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,1,11,2013,15,491,0
974,Middle Aged,43,Master,Together,High Income,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,10,2012,23,1564,0
975,Middle Aged,52,Graduation,Married,High Income,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,2,2014,23,926,0
976,Middle Aged,55,Master,Together,High Income,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,8,2012,18,1910,1
977,Middle Aged,49,Master,Married,Upper Middle,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,3,10,2013,14,411,0
978,Old Adult,62,Graduation,Married,Lower Middle,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,2,1,2014,6,94,0
979,Old Adult,60,Graduation,Together,Upper Middle,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,0,1,9,2013,23,1085,1
980,Middle Aged,54,Master,Widow,Lower Middle,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,2,7,2013,3,23,0
981,Middle Aged,49,Graduation,Divorced,Low Income,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,6,2014,0,6,0
982,Young Adult,35,Master,Divorced,Low Income,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,1,8,2013,5,54,0
983,Young Adult,36,Graduation,Divorced,Upper Middle,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,1,10,2013,26,1150,0
984,Old Adult,64,Graduation,Married,High Income,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,8,2013,22,1415,1
985,Middle Aged,40,PhD,Married,Upper Middle,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,1,8,2013,14,405,0
986,Young Adult,36,PhD,Married,High Income,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,11,2013,18,1908,0
987,Middle Aged,45,Graduation,Married,High Income,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,0,0,10,2013,25,2486,1
988,Young Adult,38,Master,Single,High Income,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,5,2013,26,1315,0
989,Middle Aged,58,PhD,Widow,Lower Middle,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,2,6,2014,5,45,0
